  1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      0
ACCUMULATED PRIORITY: 21
EXECUTION TIME:       0.000153300
QTY PRI VAL
[1]  21 500
[0]  66 500
[0]  84 499
[0]  34 499
[0]  23 499
[0]  62 498
[0]  70 498
[0]  95 498
[0]  17 497
[0]  43 496
[0]  13 496
[0]  15 496
[0]  88 495
[0]  87 495
[0]  13 495
[0]  52 495
[0]  44 494
[0]  91 493
[0]  24 493
[0]  26 493
[0]  94 493
[0]  76 492
[0]  20 492
[0]  65 491
[0]  18 491
[0]  47 491
[0]  60 491
[0] 100 491
[0]  60 491
[0]  13 490
[0]  82 490
[0]  35 490
[0]  47 490
[0]  66 490
[0]  73 489
[0]  86 489
[0]  34 489
[0]  81 488
[0]  44 488
[0]  32 488
[0]  93 488
[0]  56 488
[0]  18 487
[0]  95 487
[0]  71 487
[0]  46 487
[0]  99 487
[0]  47 487
[0]  74 487
[0]  92 487
[0]  85 486
[0]  10 486
[0]  41 486
[0]  37 485
[0]  58 485
[0]  85 485
[0]  29 485
[0]  87 484
[0]  28 484
[0]  32 484
[0]  77 484
[0]  97 483
[0]  55 483
[0]  11 483
[0]  77 483
[0]  51 482
[0]  68 482
[0]  23 482
[0]  56 481
[0]  60 481
[0]  41 481
[0]  22 481
[0]  65 481
[0]  39 481
[0]  79 481
[0]  67 481
[0]  55 480
[0]  85 480
[0]  38 480
[0]  31 480
[0]  20 479
[0]  80 479
[0]  29 478
[0]  15 478
[0]  99 477
[0]  73 477
[0]  56 477
[0]  20 477
[0]  13 477
[0]  90 476
[0]  86 476
[0]  22 475
[0]  93 475
[0]  17 475
[0]  38 475
[0]  12 474
[0]  33 474
[0]  15 474
[0]  97 474
[0]  71 473
[0]  61 473
[0]  69 472
[0]  74 472
[0]  18 472
[0]  36 472
[0]  58 472
[0]  11 471
[0]  67 471
[0]  63 471
[0]  90 471
[0]  69 471
[0]  81 471
[0]  51 470
[0]  75 470
[0]  79 470
[0]  37 469
[0]  99 469
[0]  45 469
[0]  55 468
[0]  22 468
[0]  60 468
[0]  46 468
[0]  25 468
[0]  94 468
[0]  85 467
[0]  71 467
[0]  13 467
[0]  84 467
[0]  76 467
[0]  21 466
[0]  82 466
[0]  77 466
[0]  44 466
[0]  22 466
[0]  61 466
[0]  65 466
[0]  42 465
[0]  68 464
[0]  39 464
[0]  72 463
[0]  22 463
[0]  31 463
[0]  99 462
[0]  98 462
[0]  66 462
[0]  96 462
[0]  73 462
[0]  78 461
[0]  31 461
[0]  36 461
[0]  99 461
[0]  36 461
[0]  34 461
[0]  84 461
[0]  61 461
[0]  33 460
[0]  46 460
[0]  70 460
[0]  90 460
[0]  72 460
[0]  44 459
[0]  72 459
[0]  57 459
[0]  87 458
[0]  42 458
[0]  38 458
[0]  58 458
[0]  76 458
[0]  31 458
[0]  69 457
[0]  30 457
[0]  45 457
[0]  63 457
[0]  35 456
[0]  57 456
[0]  99 455
[0]  69 455
[0]  35 455
[0]  59 455
[0]  98 454
[0]  96 454
[0]  12 453
[0]  64 453
[0]  46 453
[0]  33 452
[0]  18 452
[0]  57 452
[0]  62 451
[0]  37 450
[0]  69 450
[0]  52 450
[0]  83 450
[0]  10 450
[0]  28 450
[0]  15 450
[0]  84 449
[0]  38 448
[0]  17 448
[0]  99 448
[0]  85 448
[0] 100 447
[0]  70 447
[0]  89 447
[0]  94 446
[0]  29 446
[0]  67 445
[0]  51 445
[0]  66 443
[0]  54 443
[0]  51 442
[0]  73 442
[0]  82 442
[0]  43 441
[0] 100 440
[0]  25 440
[0]  89 440
[0]  86 440
[0]  73 439
[0]  75 439
[0]  28 439
[0]  51 438
[0]  33 438
[0]  76 438
[0]  43 438
[0]  67 437
[0]  52 437
[0]  37 437
[0]  87 436
[0]  18 435
[0]  47 435
[0]  18 435
[0]  60 434
[0]  60 434
[0]  62 434
[0]  39 434
[0]  70 434
[0]  29 433
[0]  80 433
[0]  53 433
[0]  63 433
[0]  11 433
[0]  88 433
[0]  42 432
[0]  72 432
[0]  99 432
[0]  55 431
