  2  12   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      10
ACCUMULATED PRIORITY: 1374
EXECUTION TIME:       0.000013500
QTY PRI VAL
[2]  99 173
[12]  98  12
[0]  98 177
[0]  96  66
[0]  96  30
[0]  93 121
[0]  92  17
[0]  92 112
[0]  91 176
[0]  87  84
[0]  86  56
[0]  84  12
[0]  84 122
[0]  83  69
[0]  81  37
[0]  80  52
[0]  80 117
[0]  78 142
[0]  77  30
[0]  76 124
[0]  76 165
[0]  76 162
[0]  74 175
[0]  73  74
[0]  71 113
[0]  71  81
[0]  70 159
[0]  70 131
[0]  70 187
[0]  68  13
[0]  66  57
[0]  66 111
[0]  63  44
[0]  61 165
[0]  61 128
[0]  60  84
[0]  60 160
[0]  59 108
[0]  58  89
[0]  57  93
[0]  56  80
[0]  55 129
[0]  54 179
[0]  54 108
[0]  53  54
[0]  52  23
[0]  51 187
[0]  50 132
[0]  49 184
[0]  49  81
[0]  49 194
[0]  46  95
[0]  46  23
[0]  46  60
[0]  46 107
[0]  45 183
[0]  45  69
[0]  43  16
[0]  43 200
[0]  42 191
[0]  41 173
[0]  40 149
[0]  39  75
[0]  39 120
[0]  38 148
[0]  37 172
[0]  37 190
[0]  37 185
[0]  37  88
[0]  37 115
[0]  35 182
[0]  33  79
[0]  31  47
[0]  30  91
[0]  30  28
[0]  30 138
[0]  29 116
[0]  28 196
[0]  28 189
[0]  27 195
[0]  27 156
[0]  27 168
[0]  26 166
[0]  26 195
[0]  22  44
[0]  21  40
[0]  21 183
[0]  20  63
[0]  19  14
[0]  19  35
[0]  18 150
[0]  17 139
[0]  17  41
[0]  17  22
[0]  16 176
[0]  16  64
[0]  15  79
[0]  14  34
[0]  14  55
[0]  13  16
