  1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      182
ACCUMULATED PRIORITY: 100
EXECUTION TIME:       0.000010800
QTY PRI VAL
[1] 100 318
[0] 100 215
[0]  99 471
[0]  96 486
[0]  94 483
[0]  93 310
[0]  92 446
[0]  92 424
[0]  91 243
[0]  90 405
[0]  89 270
[0]  87 264
[0]  87 231
[0]  86 496
[0]  83 350
[0]  83 283
[0]  83 278
[0]  83 288
[0]  83 325
[0]  82 415
[0]  82 385
[0]  81 370
[0]  79 371
[0]  78 403
[0]  77 470
[0]  75 461
[0]  75 239
[0]  74 335
[0]  74 443
[0]  72 267
[0]  71 236
[0]  71 368
[0]  71 282
[0]  70 334
[0]  70 219
[0]  70 423
[0]  68 471
[0]  66 209
[0]  65 404
[0]  64 437
[0]  64 462
[0]  63 292
[0]  63 415
[0]  63 404
[0]  61 323
[0]  60 251
[0]  58 403
[0]  58 464
[0]  58 379
[0]  58 202
[0]  55 244
[0]  54 494
[0]  54 374
[0]  51 228
[0]  50 397
[0]  49 261
[0]  46 461
[0]  45 372
[0]  45 449
[0]  43 500
[0]  42 212
[0]  42 433
[0]  41 431
[0]  40 222
[0]  39 288
[0]  37 452
[0]  36 251
[0]  33 221
[0]  32 476
[0]  32 210
[0]  32 463
[0]  31 294
[0]  28 303
[0]  28 456
[0]  28 391
[0]  27 431
[0]  27 444
[0]  27 400
[0]  26 459
[0]  26 431
[0]  26 484
[0]  25 358
[0]  25 302
[0]  25 387
[0]  25 487
[0]  24 232
[0]  24 375
[0]  23 341
[0]  23 252
[0]  22 237
[0]  22 215
[0]  21 338
[0]  21 370
[0]  17 489
[0]  14 291
[0]  13 270
[0]  11 290
[0]  11 433
[0]  11 233
[0]  10 338
