  2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      4
ACCUMULATED PRIORITY: 189
EXECUTION TIME:       0.000010700
QTY PRI VAL
[2]  55 200
[0]  29 200
[0]  64 200
[0]  66 199
[0]  59 197
[0]  83 197
[0]  24 193
[0]  88 193
[0]  22 184
[0]  81 184
[0]  66 183
[0]  50 182
[0]  52 181
[0]  75 181
[0]  67 180
[0]  25 179
[0]  59 177
[0]  19 176
[0]  57 174
[0]  80 173
[0]  10 170
[0]  19 169
[0]  17 166
[0]  56 162
[0]  74 162
[0]  50 161
[0]  13 157
[0]  18 156
[0]  51 154
[0]  95 152
[0]  92 151
[0]  42 148
[0]  39 145
[0]  83 144
[0]  30 144
[0]  99 141
[0]  37 140
[0]  24 138
[0]  46 138
[0]  90 135
[0]  70 134
[0]  22 133
[0]  84 131
[0]  97 130
[0]  55 129
[0]  43 128
[0]  68 127
[0]  11 126
[0]  60 121
[0]  62 119
[0]  71 115
[0]  62 114
[0]  30 113
[0]  42 111
[0]  53 111
[0]  16 109
[0]  40 106
[0]  41 106
[0]  55 102
[0]  50 101
[1]  79  96
[0]  93  94
[0]  82  94
[0]  96  92
[0]  97  91
[0]  51  90
[0]  67  87
[0]  79  87
[0]  60  82
[0]  82  81
[0]  63  80
[0]  35  79
[0]  40  76
[0]  50  75
[0]  46  74
[0]  32  69
[0]  39  62
[0]  63  62
[0]  28  61
[0]  94  60
[0]  97  55
[0]  98  52
[0]  22  49
[0]  57  46
[0]  58  42
[0]  28  41
[0]  41  40
[0]  28  39
[0]  98  37
[0]  51  37
[0]  76  33
[0]  18  33
[0]  59  33
[0]  31  29
[0]  94  27
[0]  97  24
[0]  45  22
[0]  81  21
[0]  28  20
[0]  21  13
