 50   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      0
ACCUMULATED PRIORITY: 4450
EXECUTION TIME:       0.000125400
QTY PRI VAL
[50]  89  10
[0]  85  10
[0]  93  11
[0]  80  10
[0]  87  11
[0]  92  12
[0]  75  11
[0]  88  13
[0]  75  12
[0]  89  15
[0]  77  13
[0]  61  11
[0]  56  12
[0]  74  16
[0]  98  22
[0]  59  14
[0]  94  23
[0]  98  24
[0]  48  12
[0]  59  15
[0]  38  10
[0]  96  26
[0]  48  13
[0]  57  16
[0]  39  11
[0]  46  13
[0]  91  26
[0]  93  27
[0]  99  29
[0]  71  21
[0]  98  29
[0]  74  22
[0]  66  20
[0]  75  23
[0]  88  27
[0]  83  26
[0]  97  31
[0]  86  28
[0]  64  21
[0]  76  25
[0]  51  17
[0]  59  20
[0]  44  15
[0]  99  34
[0]  75  26
[0]  75  26
[0]  28  10
[0] 100  36
[0]  36  13
[0]  91  33
[0]  33  12
[0]  80  30
[0]  61  23
[0]  92  35
[0]  42  16
[0]  84  32
[0]  52  20
[0]  62  24
[0]  85  33
[0]  85  33
[0]  64  25
[0]  38  15
[0]  91  36
[0]  96  38
[0]  65  26
[0]  64  26
[0]  34  14
[0]  67  28
[0]  76  32
[0]  78  33
[0]  40  17
[0]  77  33
[0]  37  16
[0]  53  23
[0]  78  35
[0]  53  24
[0]  92  42
[0]  89  41
[0]  72  34
[0]  80  38
[0]  90  43
[0]  92  44
[0]  81  39
[0]  33  16
[0]  78  38
[0]  69  34
[0]  40  20
[0]  22  11
[0]  34  17
[0]  96  48
[0]  60  30
[0]  95  48
[0]  79  40
[0]  39  20
[0]  98  51
[0]  65  34
[0]  85  45
[0]  96  51
[0]  32  17
[0]  82  44
[0]  91  49
[0]  76  41
[0]  33  18
[0]  89  49
[0]  74  41
[0]  96  54
[0]  96  54
[0]  87  49
[0]  87  49
[0]  37  21
[0]  42  24
[0]  57  33
[0] 100  58
[0]  81  47
[0]  82  48
[0]  92  54
[0]  66  39
[0]  49  29
[0]  80  48
[0]  63  38
[0]  48  29
[0]  66  40
[0]  85  52
[0]  62  38
[0]  83  52
[0]  95  60
[0]  85  54
[0]  91  59
[0]  92  60
[0]  41  27
[0]  77  51
[0]  51  34
[0]  70  47
[0]  80  54
[0]  28  19
[0]  81  55
[0]  97  66
[0]  76  52
[0]  73  50
[0]  80  55
[0]  92  64
[0]  84  59
[0]  84  59
[0]  41  29
[0]  48  34
[0]  52  37
[0]  59  42
[0]  80  57
[0]  98  70
[0]  82  59
[0]  48  35
[0]  56  41
[0]  88  65
[0]  73  54
[0]  89  66
[0]  31  23
[0]  76  57
[0]  32  24
[0]  72  54
[0]  75  57
[0]  80  61
[0]  30  23
[0]  43  33
[0]  35  27
[0]  82  64
[0]  32  25
[0]  83  65
[0]  91  72
[0]  72  57
[0]  77  61
[0]  87  69
[0]  34  27
[0] 100  80
[0]  55  44
[0]  56  45
[0]  88  71
[0]  69  56
[0]  92  75
[0]  94  77
[0]  89  74
[0]  49  41
[0]  43  36
[0]  56  47
[0]  38  32
[0]  83  70
[0]  45  38
[0]  91  77
[0]  40  34
[0]  80  68
[0]  83  71
[0]  56  48
[0]  72  62
[0]  94  81
[0]  66  57
[0]  74  64
[0]  97  84
[0]  53  46
[0]  69  60
[0]  63  55
[0]  64  56
[0]  97  85
[0]  33  29
[0]  94  83
[0]  97  86
[0]  18  16
[0]  94  84
[0]  42  38
[0]  42  38
[0]  86  78
[0]  82  75
[0]  71  65
[0]  50  46
[0]  88  81
[0]  63  58
[0]  89  82
[0]  66  61
[0]  82  76
[0]  58  54
[0]  79  74
[0]  54  51
[0]  72  69
[0]  97  93
[0]  32  31
[0]  64  62
[0]  97  94
[0]  67  65
[0]  41  40
[0]  75  74
[0]  96  95
[0]  59  59
[0]  37  37
[0]  64  64
[0]  36  36
[0]  89  89
[0]  54  54
[0]  82  82
[0]  98  99
[0]  75  76
[0]  69  70
[0]  59  60
[0]  38  39
[0]  33  34
[0]  94  98
[0]  63  66
[0]  40  42
[0]  76  80
