  4   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      2
ACCUMULATED PRIORITY: 500
EXECUTION TIME:       0.000110500
QTY PRI VAL
[4] 100 121
[0] 100  42
[0] 100  29
[0] 100 194
[0] 100 176
[0] 100 100
[0] 100  60
[0] 100  45
[1] 100  14
[0] 100  68
[0] 100  10
[0] 100  66
[0]  99  11
[0]  99 196
[0]  99  25
[0]  99 106
[0]  99 188
[0]  99 186
[0]  99  52
[0]  99  17
[0]  99  16
[0]  98  31
[0]  98  90
[0]  98  80
[0]  98 157
[0]  98 111
[0]  98  38
[0]  98 182
[0]  97 169
[0]  97 123
[0]  97  84
[0]  97 193
[0]  97  39
[0]  97 150
[0]  97 179
[0]  97 183
[0]  97 165
[0]  97 138
[0]  97  28
[0]  96 169
[0]  96  59
[0]  96 100
[0]  96  55
[0]  96 181
[0]  96  98
[0]  96  58
[0]  96  68
[0]  96 120
[0]  96 127
[0]  96 128
[0]  96  61
[0]  96  35
[0]  95  97
[0]  95 134
[0]  95  14
[0]  95  36
[0]  95  88
[0]  95 170
[0]  95  14
[0]  95  30
[0]  95 150
[0]  95  49
[0]  95 118
[0]  95  75
[0]  95  37
[0]  95  98
[0]  95 185
[0]  95 192
[0]  94 186
[0]  94  70
[0]  94  79
[0]  94 192
[0]  94  48
[0]  94 151
[0]  94  43
[0]  94  26
[0]  94 158
[0]  94 200
[0]  94  92
[0]  94  11
[0]  93 157
[0]  93  18
[0]  93 176
[0]  93 194
[0]  93 188
[0]  93  27
[0]  93  51
[0]  92  86
[0]  92 144
[0]  92  85
[0]  92  23
[0]  92 185
[0]  92  14
[0]  92 199
[0]  92 183
[0]  91  45
[0]  91 111
[0]  91 111
[0]  91 177
[0]  91 145
[0]  91  16
[0]  91 194
[0]  91 141
[0]  91  44
[0]  91 184
[0]  90  64
[0]  90  47
[0]  90 125
[0]  90 143
[0]  90 184
[0]  90  19
[0]  89  53
[0]  89 110
[0]  89 117
[0]  89 133
[0]  89  67
[0]  89 121
[0]  89 121
[0]  89 121
[0]  89  85
[0]  88 105
[0]  88  29
[0]  88 128
[0]  88 110
[0]  88  33
[0]  88  73
[0]  88  90
[0]  88  45
[0]  88 199
[0]  88 160
[0]  88  64
[0]  88 147
[0]  88 165
[0]  87 174
[0]  87 174
[0]  87  86
[0]  87  52
[0]  87  51
[0]  87 108
[0]  87  83
[0]  86 145
[0]  86  81
[0]  86 135
[0]  86 138
[0]  86 125
[0]  86  55
[0]  85  52
[0]  85  23
[0]  85 174
[0]  85 198
[0]  85  51
[0]  85 137
[0]  85  72
[0]  85 195
[0]  85  42
[0]  85  54
[0]  85 160
[0]  85  85
[0]  84 188
[0]  84  11
[0]  84 153
[0]  84  54
[0]  84 146
[0]  84 146
[0]  84  58
[0]  83  85
[0]  83 139
[0]  82  26
[0]  82 160
[0]  82  56
[0]  82  88
[0]  82 193
[0]  82 176
[0]  82  56
[0]  82 116
[0]  81 105
[0]  81 112
[0]  81 134
[0]  81  92
[0]  81 137
[0]  81  83
[0]  81  68
[0]  81 144
[0]  81 169
[0]  81  57
[0]  80  30
[0]  80  42
[0]  80 105
[0]  80 160
[0]  80 116
[0]  80  99
[0]  80  65
[0]  80  60
[0]  80  52
[0]  80 133
[0]  80  64
[0]  80  80
[0]  80 107
[0]  80 192
[0]  80 170
[0]  79  71
[0]  79 164
[0]  79  76
[0]  79 137
[0]  79  16
[0]  79  37
[0]  79  12
[0]  79  10
[0]  79 196
[0]  79 175
[0]  79  32
[0]  78  84
[0]  78  65
[0]  78  93
[0]  78 145
[0]  78  13
[0]  78 123
[0]  78  61
[0]  78 115
[0]  77 194
[0]  77  60
[0]  77  35
[0]  77  34
[0]  77 101
[0]  77 149
[0]  77 100
[0]  77  10
[0]  77  11
[0]  77 136
[0]  77  81
[0]  77  88
[0]  77  74
[0]  77  78
[0]  77  64
[0]  77  15
[0]  77  60
[0]  77 139
[0]  76 124
[0]  76  84
[0]  76  52
[0]  76  68
[0]  76  75
[0]  76 120
[0]  75  74
[0]  75 189
[0]  75 146
