  2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      90
ACCUMULATED PRIORITY: 198
EXECUTION TIME:       0.000123400
QTY PRI VAL
[2]  99 205
[0]  99 207
[0]  95 202
[0]  93 202
[0]  95 208
[0]  95 212
[0]  93 209
[0]  90 205
[0]  92 213
[0]  99 234
[0]  86 205
[0]  95 227
[0]  92 221
[0]  87 209
[0]  83 201
[0] 100 244
[0]  93 227
[0]  82 201
[0]  82 202
[0]  99 244
[0]  98 242
[0]  82 203
[0]  83 206
[0]  85 211
[0]  95 236
[0]  95 236
[0]  98 245
[0]  96 242
[0]  88 222
[0]  92 235
[0]  99 253
[0]  78 201
[0]  79 204
[0]  80 207
[0]  96 249
[0]  84 218
[0]  90 234
[0]  99 260
[0]  96 253
[0]  77 203
[0]  86 227
[0]  79 210
[0]  98 261
[0]  79 212
[0]  99 266
[0]  79 215
[0]  90 245
[0]  93 254
[0]  98 268
[0]  97 269
[0]  79 221
[0] 100 280
[0]  98 275
[0]  89 252
[0]  99 281
[0]  87 247
[0]  87 247
[0]  85 242
[0]  88 252
[0]  84 241
[0]  83 241
[0]  71 207
[0]  85 248
[0]  86 251
[0]  98 287
[0]  90 266
[0]  94 278
[0]  82 243
[0]  69 205
[0]  82 246
[0]  73 220
[0]  95 289
[0]  89 271
[0]  83 253
[0]  75 231
[0]  86 265
[0]  65 201
[0]  95 295
[0]  81 252
[0]  94 293
[0]  71 223
[0]  70 220
[0]  87 274
[0] 100 315
[0]  91 288
[0]  71 225
[0]  85 270
[0]  78 248
[0]  84 268
[0]  95 305
[0]  98 316
[0]  90 291
[0]  81 262
[0]  79 256
[0]  73 237
[0]  64 208
[0]  92 299
[0]  82 267
[0]  75 245
[0]  93 304
[0]  74 242
[0]  83 273
[0] 100 330
[0]  62 205
[0]  88 292
[0]  87 289
[0]  68 226
[0]  86 286
[0]  95 316
[0]  70 233
[0]  85 284
[0]  75 251
[0]  85 285
[0]  91 308
[0]  96 325
[0]  95 322
[0]  92 313
[0]  87 296
[0]  67 228
[0]  71 242
[0]  63 215
[0]  98 335
[0]  91 312
[0]  88 304
[0]  82 284
[0]  58 201
[0]  92 320
[0]  98 341
[0]  95 331
[0]  90 314
[0]  80 280
[0]  74 260
[0]  72 253
[0]  87 307
[0]  96 339
[0]  86 304
[0]  90 319
[0]  62 220
[0]  71 252
[0]  72 256
[0]  90 322
[0]  95 340
[0]  79 283
[0]  99 355
[0]  75 270
[0]  73 264
[0]  58 210
[0]  90 326
[0]  87 316
[0]  97 353
[0]  64 233
[0]  68 248
[0]  89 325
[0]  78 285
[0]  67 245
[0]  90 330
[0]  85 312
[0]  61 224
[0]  95 349
[0]  99 365
[0]  84 310
[0]  62 231
[0]  62 231
[0]  66 246
[0]  81 302
[0]  97 362
[0]  95 356
[0]  73 274
[0]  66 248
[0]  92 346
[0]  69 260
[0]  82 309
[0]  57 216
[0]  81 307
[0] 100 381
[0]  79 301
[0]  80 306
[0]  80 308
[0]  88 339
[0]  85 328
[0]  71 274
[0]  84 325
[0]  95 369
[0]  72 281
[0]  55 215
[0]  90 352
[0]  77 302
[0]  79 310
[0]  70 275
[0]  86 338
[0]  90 355
[0]  75 296
[0]  60 238
[0]  76 302
[0]  99 394
[0]  88 351
[0]  99 395
[0]  80 321
[0]  98 394
[0]  66 266
[0]  64 258
[0]  65 263
[0]  98 397
[0]  97 395
[0] 100 408
[0]  61 249
[0]  96 392
[0]  90 368
[0]  76 311
[0]  54 221
[0]  70 287
[0]  87 357
[0]  87 357
[0]  88 362
[0]  69 284
[0]  64 264
[0]  94 388
[0]  51 211
[0]  57 236
[0]  64 265
[0]  84 348
[0]  75 311
[0]  68 282
[0]  58 241
[0]  83 345
[0]  87 362
[0]  71 296
[0]  75 313
[0]  89 372
[0]  94 393
[0]  95 398
[0]  57 239
[0]  98 411
[0]  68 286
[0]  76 320
[0]  90 379
[0]  56 236
[0]  56 236
[0]  78 329
[0]  79 335
[0]  66 280
[0]  64 272
[0]  59 251
[0]  77 328
[0]  96 409
[0]  81 346
[0]  95 406
[0]  94 402
[0] 100 428
[0]  71 304
[0]  60 257
[0]  94 403
[0]  78 335
[0]  57 245
[0]  88 379
[0]  87 375
[0]  73 315
[0]  85 367
[0]  89 385
[0]  47 204
[0]  75 327
[0]  94 410
[0]  89 389
[0]  91 399
[0]  82 360
[0]  61 268
[0]  75 330
[0]  89 392
[0]  88 388
[0]  67 296
[0]  97 429
[0]  78 345
[0]  60 266
[0]  53 235
[0]  65 289
[0]  82 365
[0]  84 374
[0]  53 236
[0]  77 343
[0]  68 303
[0]  85 379
[0]  94 420
[0]  68 304
[0]  74 331
[0]  57 255
[0]  46 206
[0]  71 318
[0]  58 260
[0]  64 287
[0]  91 409
[0]  93 418
[0]  60 270
[0]  90 405
[0]  58 261
[0]  92 414
[0]  56 253
[0]  77 349
[0]  74 336
[0]  79 359
[0]  81 369
[0]  97 443
[0]  69 316
[0]  70 321
[0]  46 211
[0]  47 216
[0]  82 377
[0]  89 411
[0]  74 342
[0]  89 412
[0]  96 445
[0]  71 330
[0]  54 251
[0]  60 279
[0]  84 391
[0]  96 447
[0]  49 229
[0]  71 332
[0]  79 370
[0]  99 464
[0]  96 450
[0]  75 352
[0]  70 329
[0]  91 428
[0]  78 367
[0]  87 411
[0]  91 430
[0]  96 454
[0]  69 327
[0]  81 384
[0]  70 332
[0]  71 337
[0]  61 291
[0]  50 239
[0]  48 230
[0]  44 211
[0]  45 216
[0]  90 433
[0]  85 409
[0]  81 390
[0]  66 318
[0]  95 458
[0]  90 434
[0]  62 299
[0]  80 386
[0]  81 391
[0]  59 285
[0]  67 325
[0]  48 233
[0]  49 238
[0]  80 389
[0]  93 453
[0]  92 449
[0]  63 308
[0]  74 363
[0]  97 476
[0]  91 447
[0]  61 300
[0]  50 246
[0]  43 212
[0]  83 410
[0]  45 223
[0]  50 248
[0]  87 432
[0]  67 333
[0]  87 433
[0]  84 419
[0]  64 320
[0]  57 285
[0]  40 200
[0]  89 446
[0]  54 271
[0]  84 422
[0]  42 211
[0]  83 417
[0]  62 312
[0]  97 489
[0]  78 394
[0]  92 465
[0]  74 375
[0]  85 431
[0]  56 284
[0]  91 462
[0]  90 457
[0]  91 463
[0]  77 392
[0]  95 484
[0]  91 464
[0]  60 306
[0]  86 440
[0]  94 482
[0]  78 400
[0]  93 478
[0]  50 257
[0]  76 391
[0]  46 237
[0]  89 459
[0]  43 222
[0]  58 300
[0]  50 259
[0]  82 426
[0]  82 426
[0]  56 291
[0]  93 484
[0]  78 407
[0]  63 329
[0]  77 403
[0]  69 362
[0]  81 426
[0]  78 411
[0]  70 369
[0]  81 427
[0]  71 375
[0]  68 360
[0]  64 339
[0]  42 223
[0]  45 239
[0]  77 409
[0]  67 356
[0]  82 436
[0]  69 367
[0]  56 298
[0]  50 267
[0]  85 454
[0]  45 241
[0]  51 275
[0]  58 313
[0]  52 281
[0]  89 483
[0]  49 266
[0]  65 354
[0]  73 398
[0]  37 202
[0]  77 421
[0]  77 421
[0]  91 499
[0]  68 373
[0]  88 483
[0]  79 437
[0]  62 343
[0]  71 394
[0]  43 239
[0]  76 423
[0]  49 273
[0]  71 396
[0]  68 380
[0]  86 481
[0]  59 331
[0]  52 292
[0]  38 214
[0]  74 417
[0]  78 440
[0]  42 237
[0]  80 452
[0]  83 469
[0]  82 464
[0]  41 232
[0]  72 408
[0]  57 323
[0]  52 295
[0]  78 443
[0]  74 421
[0]  75 427
[0]  82 467
[0]  78 446
[0]  40 229
[0]  44 252
[0]  54 310
[0]  70 402
[0]  68 391
[0]  41 236
[0]  86 496
[0]  78 450
[0]  70 404
[0]  51 295
[0]  53 308
[0]  78 454
[0]  62 361
[0]  49 288
[0]  41 241
[0]  59 348
[0]  80 472
[0]  45 266
[0]  47 278
[0]  43 255
[0]  72 427
[0]  83 495
[0]  63 376
[0]  73 436
[0]  82 490
[0]  83 498
[0]  71 427
[0]  56 337
[0]  77 464
[0]  53 320
[0]  43 262
[0]  48 293
[0]  80 489
[0]  52 319
[0]  41 252
[0]  59 363
[0]  37 228
[0]  76 469
[0]  50 309
[0]  49 303
[0]  37 229
[0]  36 223
[0]  69 428
[0]  38 236
[0]  33 205
[0]  66 411
[0]  48 300
[0]  52 325
[0]  75 469
[0]  57 360
[0]  75 474
[0]  48 304
[0]  71 450
[0]  43 273
[0]  70 446
[0]  70 448
[0]  37 237
[0]  65 418
[0]  51 328
[0]  66 425
[0]  45 291
[0]  69 447
[0]  74 481
[0]  67 436
[0]  76 496
[0]  53 346
[0]  66 431
[0]  56 367
[0]  34 223
[0]  64 420
[0]  55 361
[0]  70 460
[0]  35 230
[0]  71 467
[0]  31 204
[0]  36 237
[0]  69 455
[0]  68 449
[0]  61 403
[0]  35 232
[0]  47 312
[0]  32 213
[0]  60 400
[0]  67 448
[0]  56 376
[0]  53 359
[0]  41 278
[0]  64 435
[0]  64 436
[0]  62 423
[0]  56 383
[0]  72 493
[0]  67 460
[0]  31 213
[0]  68 468
[0]  62 428
[0]  32 221
[0]  33 228
[0]  56 388
[0]  44 305
[0]  59 410
[0]  61 424
[0]  64 448
[0]  58 408
[0]  45 318
[0]  30 212
[0]  70 495
[0]  65 460
[0]  70 497
[0]  57 407
[0]  44 315
[0]  52 373
[0]  60 431
[0]  52 374
[0]  68 492
[0]  66 478
[0]  40 290
[0]  50 363
[0]  42 305
[0]  66 481
[0]  40 294
[0]  48 353
[0]  42 309
[0]  46 339
[0]  40 295
[0]  66 487
[0]  41 303
[0]  66 488
[0]  60 445
[0]  47 349
[0]  46 344
[0]  29 217
[0]  49 367
[0]  60 453
[0]  27 204
[0]  59 446
[0]  59 446
[0]  41 312
[0]  59 451
[0]  45 344
[0]  36 276
[0]  56 430
[0]  58 446
[0]  58 448
[0]  31 240
[0]  49 380
[0]  49 380
[0]  62 482
[0]  37 288
[0]  37 288
[0]  28 218
[0]  59 460
[0]  54 422
[0]  51 399
[0]  37 290
[0]  62 487
[0]  61 480
[0]  32 252
[0]  42 331
[0]  43 339
[0]  53 420
[0]  60 476
[0]  62 492
[0]  61 489
[0]  28 225
[0]  37 298
[0]  48 387
[0]  52 421
[0]  40 324
[0]  57 462
[0]  59 479
[0]  58 471
[0]  60 488
[0]  58 472
[0]  53 433
[0]  46 377
[0]  54 443
[0]  57 468
[0]  56 461
[0]  43 354
[0]  52 429
[0]  44 364
[0]  33 273
[0]  41 340
[0]  56 465
[0]  35 292
[0]  53 444
[0]  34 285
[0]  57 478
[0]  25 210
[0]  52 439
[0]  55 466
[0]  24 204
[0]  56 476
[0]  41 350
[0]  49 419
[0]  43 370
[0]  46 396
[0]  26 225
[0]  55 476
[0]  54 468
[0]  29 252
[0]  27 236
[0]  48 420
[0]  56 491
[0]  49 432
[0]  24 212
[0]  25 221
[0]  44 389
[0]  29 257
[0]  46 408
[0]  44 391
[0]  45 400
[0]  53 472
[0]  54 481
[0]  55 492
[0]  42 376
[0]  40 359
[0]  41 368
[0]  41 368
[0]  52 467
[0]  40 362
[0]  53 480
[0]  33 299
[0]  37 336
[0]  23 209
[0]  35 319
[0]  34 310
[0]  51 466
[0]  29 265
[0]  32 293
[0]  51 468
[0]  23 212
[0]  41 380
[0]  50 464
[0]  39 364
[0]  43 403
[0]  42 394
[0]  51 481
[0]  43 406
[0]  52 491
[0]  42 398
[0]  43 409
