  1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      4
ACCUMULATED PRIORITY: 40
EXECUTION TIME:       0.000010000
QTY PRI VAL
[1]  40 496
[0] 100 495
[0]  21 495
[0]  33 494
[0]  97 492
[0]  45 490
[0]  79 484
[0]  77 480
[0]  69 477
[0]  56 475
[0]  62 474
[0]  45 469
[0]  88 468
[0]  81 453
[0]  67 452
[0]  26 446
[0]  28 446
[0]  80 440
[0]  76 433
[0]  71 433
[0]  36 427
[0]  38 423
[0]  75 416
[0]  40 415
[0]  20 414
[0]  40 411
[0]  47 409
[0]  40 397
[0]  81 396
[0]  89 396
[0]  78 396
[0]  72 393
[0]  91 391
[0]  63 387
[0]  93 387
[0]  48 386
[0]  60 379
[0]  89 377
[0]  78 373
[0]  92 370
[0]  99 367
[0]  66 363
[0]  19 362
[0]  71 358
[0]  90 357
[0]  93 352
[0]  32 351
[0]  37 348
[0]  72 347
[0]  94 338
[0]  57 336
[0]  23 329
[0]  69 329
[0]  81 325
[0]  14 324
[0]  37 320
[0]  80 318
[0]  45 313
[0]  52 310
[0]  70 308
[0]  17 307
[0]  68 305
[0]  89 304
[0]  94 304
[0]  83 302
[0]  14 301
[0]  27 300
[0]  26 299
[0]  69 299
[0]  72 299
[0]  80 294
[0]  17 293
[0]  45 292
[0]  86 290
[0]  48 287
[0]  83 287
[0]  83 283
[0]  19 281
[0]  88 280
[0]  17 280
[0]  70 275
[0]  33 274
[0]  74 268
[0]  25 265
[0]  56 260
[0]  15 257
[0]  33 254
[0]  93 249
[0]  25 229
[0]  63 229
[0]  58 225
[0]  86 222
[0]  36 219
[0]  17 218
[0]  19 218
[0]  70 217
[0]  77 215
[0]  60 204
[0]  52 201
[0]  29 201
