 50   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      0
ACCUMULATED PRIORITY: 4350
EXECUTION TIME:       0.013225900
QTY PRI VAL
[50]  87  10
[0]  90  11
[0]  90  13
[0]  68  10
[0]  81  12
[0]  97  16
[0]  95  16
[0]  71  12
[0]  88  15
[0]  91  16
[0]  71  13
[0]  71  13
[0]  59  11
[0]  89  17
[0]  86  17
[0]  91  18
[0]  77  16
[0]  96  20
[0]  95  20
[0]  71  15
[0]  94  21
[0]  76  17
[0]  62  14
[0]  87  20
[0]  69  16
[0]  60  14
[0]  64  15
[0]  98  23
[0]  96  23
[0]  81  20
[0]  97  25
[0]  90  24
[0]  93  25
[0]  37  10
[0]  62  17
[0]  90  26
[0]  76  22
[0]  79  23
[0]  88  26
[0]  98  29
[0]  98  29
[0]  81  24
[0]  70  21
[0] 100  30
[0]  93  28
[0]  79  24
[0]  64  20
[0]  32  10
[0]  86  27
[0]  92  29
[0]  98  31
[0]  66  21
[0] 100  32
[0]  84  27
[0]  34  11
[0]  58  19
[0]  64  21
[0]  60  20
[0]  98  33
[0]  98  33
[0]  98  34
[0]  54  19
[0]  48  17
[0]  98  35
[0]  36  13
[0]  61  23
[0]  84  32
[0]  39  15
[0]  78  31
[0]  88  35
[0]  30  12
[0]  74  30
[0]  81  33
[0]  73  30
[0]  92  38
[0]  41  17
[0]  86  36
[0]  84  36
[0]  67  29
[0]  99  43
[0]  80  35
[0]  73  32
[0]  84  37
[0]  72  32
[0]  42  19
[0]  77  35
[0]  88  40
[0]  46  21
[0]  67  31
[0]  54  25
[0]  54  25
[0]  56  26
[0]  90  42
[0]  94  44
[0]  32  15
[0]  66  31
[0]  68  32
[0]  92  44
[0]  46  22
[0]  64  31
[0]  66  32
[0]  33  16
[0]  46  23
[0]  30  15
[0]  76  38
[0]  72  36
[0]  93  47
[0]  87  44
[0]  94  48
[0]  39  20
[0]  95  49
[0]  87  45
[0]  85  44
[0]  59  31
[0]  58  31
[0]  82  44
[0]  26  14
[0]  20  11
[0]  80  44
[0]  87  48
[0]  34  19
[0]  91  51
[0]  94  53
[0]  46  26
[0]  30  17
[0]  37  21
[0]  74  42
[0]  84  48
[0]  96  55
[0]  96  55
[0]  52  30
[0]  62  36
[0]  40  24
[0]  85  51
[0]  73  44
[0]  51  31
[0]  85  52
[0]  80  49
[0]  48  30
[0]  78  49
[0]  41  26
[0]  74  47
[0]  77  49
[0]  97  62
[0]  84  54
[0]  45  29
[0]  48  31
[0]  80  52
[0]  63  41
[0]  46  30
[0]  49  32
[0]  26  17
[0]  26  17
[0]  84  55
[0]  79  52
[0]  41  27
[0]  71  47
[0]  39  26
[0]  15  10
[0]  98  66
[0]  43  29
[0]  60  41
[0]  57  39
[0]  35  24
[0]  64  44
[0] 100  69
[0]  68  47
[0]  39  27
[0]  72  50
[0]  69  48
[0]  79  55
[0]  79  55
[0]  53  37
[0]  87  61
[0]  37  26
[0]  82  58
[0]  45  32
[0]  92  66
[0]  25  18
[0]  69  50
[0]  52  38
[0]  78  57
[0]  41  30
[0]  75  55
[0]  94  69
[0]  83  61
[0]  91  67
[0]  46  34
[0]  58  43
[0]  35  26
[0]  47  35
[0]  92  69
[0]  36  27
[0]  94  71
[0]  94  71
[0]  74  56
[0]  85  65
[0]  65  50
[0]  79  61
[0]  99  77
[0]  33  26
[0]  49  39
[0]  47  38
[0]  66  54
[0]  68  56
[0]  75  62
[0]  84  70
[0]  48  40
[0]  85  71
[0]  49  41
[0]  67  57
[0]  34  29
[0]  99  85
[0] 100  87
[0]  81  71
[0]  33  29
[0]  99  87
[0]  50  44
[0]  72  64
[0]  52  47
[0]  96  87
[0]  43  39
[0]  22  20
[0]  66  60
[0]  67  61
[0]  68  62
[0]  75  69
[0]  50  46
[0]  51  47
[0]  93  86
[0]  77  72
[0]  47  44
[0]  86  81
[0]  52  49
[0]  76  72
[0]  20  19
[0]  42  40
[0]  22  21
[0]  98  94
[0]  83  80
[0]  86  83
[0]  93  90
[0]  86  84
[0]  46  45
[0]  47  46
[0]  64  63
[0]  64  63
[0]  73  72
[0]  77  76
[0]  79  78
[0]  97  97
[0]  69  69
[0]  91  91
[0]  99 101
[0]  37  38
[0]  68  70
[0]  66  68
[0]  65  67
[0]  59  61
[0]  86  89
[0]  83  86
[0]  76  79
[0]  50  52
[0]  42  44
[0]  62  65
[0]  77  81
[0]  77  81
[0]  73  77
[0]  83  88
[0]  33  35
[0]  90  96
[0]  28  30
[0]  28  30
[0]  97 104
[0]  96 103
[0]  82  88
[0]  95 102
[0]  72  78
[0]  85  93
[0]  90  99
[0]  45  50
[0]  84  94
[0]  49  55
[0]  61  69
[0]  75  85
[0]  85  97
[0]  92 105
[0]  42  48
[0]  55  63
[0]  82  94
[0]  52  60
[0]  39  45
[0]  32  37
[0]  63  73
[0]  68  79
[0]  54  63
[0]  98 115
[0]  17  20
[0]  79  94
[0]  47  56
[0]  26  31
[0]  88 105
[0]  40  48
[0]  95 114
[0]  43  52
[0]  85 103
[0]  61  74
[0]  93 113
[0]  92 112
[0]  78  95
[0] 100 122
[0]  99 121
[0]  22  27
[0]  95 117
[0]  80  99
[0]  67  83
[0]  28  35
[0]  72  90
[0]  44  55
[0] 100 125
[0]  59  74
[0]  35  44
[0]  89 112
[0]  84 106
[0]  57  72
[0]  45  57
[0]  41  52
[0]  66  84
[0]  84 107
[0]  51  65
[0] 100 128
[0]  85 109
[0]  81 104
[0]  21  27
[0]  17  22
[0]  71  92
[0]  90 117
[0]  80 104
[0]  90 117
[0] 100 130
[0]  88 115
[0]  42  55
[0]  66  87
[0]  80 106
[0]  95 126
[0]  69  92
[0]  33  44
[0]  84 112
[0]  62  83
[0]  91 122
[0]  76 102
[0]  96 129
[0]  55  74
[0]  52  70
[0]  57  77
[0]  44  60
[0]  95 130
[0]  88 121
[0]  83 115
[0]  61  85
[0]  81 113
[0]  54  76
[0]  27  38
[0]  51  72
[0]  95 135
[0]  73 104
[0]  96 137
[0]  30  43
[0]  87 125
[0]  73 105
[0]  41  59
[0]  36  52
[0]  79 115
[0]  57  83
[0]  26  38
[0]  56  82
[0]  43  63
[0]  94 139
[0]  73 108
[0]  85 126
[0]  51  76
[0]  71 106
[0]  42  63
[0]  12  18
[0]  66  99
[0]  85 128
[0]  71 107
[0]  80 121
[0]  69 105
[0]  92 140
[0]  90 137
[0]  89 136
[0]  94 144
[0]  45  69
[0]  94 145
[0]  46  71
[0]  60  93
[0]  63  98
[0]  23  36
[0] 100 157
[0]  75 118
[0]  85 134
[0]  97 153
[0]  84 133
[0]  88 140
[0]  86 137
[0]  62  99
[0]  90 144
[0]  33  53
[0]  94 151
[0]  51  82
