 41   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      8
ACCUMULATED PRIORITY: 4100
EXECUTION TIME:       0.000013800
QTY PRI VAL
[41] 100  12
[0]  97 169
[0]  97  29
[0]  97 151
[0]  95  24
[0]  93 154
[0]  93  82
[0]  93 174
[0]  90 136
[0]  88 182
[0]  88 153
[0]  85 183
[0]  84 178
[0]  83 109
[0]  82 114
[0]  82 189
[0]  79 188
[0]  79 107
[0]  79 185
[0]  78  20
[0]  78 117
[0]  78 196
[0]  77 167
[0]  76  40
[0]  75  46
[0]  75  47
[0]  75  17
[0]  74 188
[0]  73  23
[0]  70 178
[0]  70 188
[0]  70  12
[0]  68  49
[0]  66  75
[0]  66  98
[0]  66 112
[0]  66  64
[0]  64  95
[0]  64 188
[0]  61 142
[0]  60  66
[0]  59 185
[0]  59 179
[0]  59  11
[0]  58  99
[0]  57 153
[0]  55  41
[0]  54  69
[0]  54 161
[0]  52  27
[0]  52  51
[0]  51  75
[0]  49 154
[0]  49  25
[0]  46  43
[0]  45 195
[0]  45  23
[0]  45  18
[0]  45  50
[0]  44  65
[0]  43  49
[0]  40 127
[0]  40  30
[0]  40 131
[0]  40 129
[0]  40 174
[0]  38 118
[0]  37 193
[0]  36  26
[0]  36 113
[0]  34 111
[0]  34  72
[0]  34 198
[0]  32 139
[0]  32 175
[0]  32  52
[0]  31 154
[0]  31  37
[0]  31  65
[0]  30  65
[0]  29  68
[0]  27  15
[0]  26 113
[0]  24 153
[0]  24  94
[0]  24 151
[0]  22 129
[0]  22 182
[0]  21 121
[0]  20  20
[0]  17  14
[0]  16 123
[0]  15 113
[0]  14  95
[0]  13  55
[0]  13  56
[0]  11 198
[0]  11 157
[0]  11  62
[0]  11  95
