  2   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      1
ACCUMULATED PRIORITY: 299
EXECUTION TIME:       0.000011400
QTY PRI VAL
[2] 100 195
[0] 100 112
[1]  99 109
[0]  97  77
[0]  97  16
[0]  95 128
[0]  94 106
[0]  94 132
[0]  93  85
[0]  93  11
[0]  92 142
[0]  92 118
[0]  91 119
[0]  90 190
[0]  90  25
[0]  89 153
[0]  87 165
[0]  87 189
[0]  86  80
[0]  86 122
[0]  82  92
[0]  81 120
[0]  80  57
[0]  80 161
[0]  79  38
[0]  78 175
[0]  77  30
[0]  77 136
[0]  77 116
[0]  76  13
[0]  75  99
[0]  74 122
[0]  72  53
[0]  71 162
[0]  71  17
[0]  71  77
[0]  67  51
[0]  67 156
[0]  67 177
[0]  67  63
[0]  65  19
[0]  64  34
[0]  62 100
[0]  62 167
[0]  61 103
[0]  58  43
[0]  58  48
[0]  57 130
[0]  57  11
[0]  55  77
[0]  54  17
[0]  54  53
[0]  52 169
[0]  52 167
[0]  51  49
[0]  49  52
[0]  48 198
[0]  48  38
[0]  47 147
[0]  47  80
[0]  46 115
[0]  45  39
[0]  45 161
[0]  44  41
[0]  42 177
[0]  42 155
[0]  42  69
[0]  40  92
[0]  39  23
[0]  36  43
[0]  34 134
[0]  32 156
[0]  31 169
[0]  29 132
[0]  29 121
[0]  28 154
[0]  26  59
[0]  26 132
[0]  25  82
[0]  25  68
[0]  24 133
[0]  24  20
[0]  24 147
[0]  23 175
[0]  23 197
[0]  22  29
[0]  22 194
[0]  21  42
[0]  21  10
[0]  20  76
[0]  19 159
[0]  18  94
[0]  17 130
[0]  17  70
[0]  17 160
[0]  17 150
[0]  15 113
[0]  13  65
[0]  13 127
[0]  10 158
