  2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      88
ACCUMULATED PRIORITY: 200
EXECUTION TIME:       0.000190900
QTY PRI VAL
[2] 100 206
[0]  96 203
[0]  97 210
[0]  96 209
[0]  98 216
[0]  98 217
[0]  95 213
[0]  96 219
[0]  92 211
[0]  89 205
[0]  93 217
[0] 100 238
[0]  99 241
[0]  87 212
[0]  88 216
[0] 100 247
[0]  80 200
[0] 100 251
[0]  80 201
[0]  88 226
[0]  94 242
[0]  98 254
[0]  99 257
[0]  92 240
[0]  84 220
[0]  83 218
[0]  77 203
[0]  94 249
[0]  88 234
[0]  86 234
[0]  97 265
[0]  79 216
[0]  97 267
[0]  83 229
[0]  85 235
[0]  85 236
[0]  73 203
[0] 100 279
[0]  89 249
[0]  94 263
[0]  95 266
[0]  82 230
[0]  82 231
[0]  93 263
[0]  75 213
[0]  87 249
[0]  73 209
[0] 100 287
[0]  86 247
[0]  92 267
[0]  82 238
[0]  74 217
[0]  90 265
[0]  68 201
[0]  75 222
[0]  90 267
[0]  93 277
[0]  83 248
[0]  99 296
[0]  76 230
[0]  76 231
[0]  68 207
[0]  87 266
[0]  90 277
[0]  92 284
[0] 100 309
[0]  98 304
[0]  73 228
[0]  94 294
[0]  67 210
[0]  99 311
[0]  77 242
[0]  82 259
[0]  99 315
[0]  83 266
[0]  70 225
[0]  93 299
[0]  98 316
[0]  95 307
[0]  96 311
[0]  82 270
[0]  77 254
[0]  89 294
[0]  97 321
[0]  98 327
[0]  76 254
[0]  96 321
[0]  80 269
[0]  70 236
[0]  79 267
[0]  75 254
[0]  67 228
[0]  88 300
[0]  76 261
[0]  78 268
[0]  86 296
[0]  86 296
[0]  93 321
[0]  75 259
[0]  92 318
[0]  82 284
[0]  89 309
[0]  74 257
[0]  80 279
[0]  88 309
[0]  71 251
[0]  95 338
[0]  78 278
[0]  85 303
[0]  73 261
[0]  78 279
[0]  57 204
[0]  93 334
[0]  96 345
[0]  97 349
[0]  70 252
[0]  59 213
[0]  72 260
[0]  65 235
[0]  79 286
[0]  58 210
[0]  87 315
[0]  72 261
[0]  91 330
[0]  73 265
[0]  89 324
[0]  81 295
[0]  68 248
[0]  66 241
[0]  67 245
[0]  62 227
[0]  87 319
[0]  95 349
[0]  66 243
[0]  95 351
[0]  89 329
[0]  86 318
[0]  77 286
[0]  84 314
[0]  65 244
[0]  61 229
[0]  74 278
[0]  70 263
[0]  95 357
[0]  87 327
[0]  81 306
[0]  64 242
[0]  61 231
[0]  76 288
[0]  88 336
[0]  96 367
[0]  58 222
[0]  89 343
[0]  54 209
[0]  90 349
[0]  74 287
[0] 100 388
[0]  69 268
[0]  88 342
[0]  82 319
[0]  57 222
[0]  78 304
[0]  71 277
[0]  82 321
[0]  61 239
[0]  98 384
[0]  68 267
[0]  78 307
[0]  86 339
[0]  97 383
[0]  97 383
[0]  91 360
[0]  70 277
[0]  64 254
[0]  69 274
[0]  51 203
[0] 100 400
[0]  60 240
[0]  66 264
[0]  84 338
[0]  74 298
[0]  69 278
[0]  67 270
[0]  63 254
[0]  74 299
[0]  94 380
[0]  87 352
[0]  58 236
[0]  95 387
[0]  79 323
[0]  66 270
[0]  63 258
[0]  81 333
[0]  86 354
[0]  50 206
[0]  71 293
[0]  78 322
[0] 100 413
[0]  67 277
[0]  94 389
[0]  95 394
[0]  67 279
[0]  51 213
[0]  89 372
[0]  54 226
[0]  83 348
[0]  87 365
[0]  61 256
[0]  86 361
[0]  96 403
[0]  78 328
[0]  74 312
[0]  78 329
[0]  65 275
[0]  91 385
[0]  54 229
[0]  77 327
[0]  52 221
[0]  54 231
[0]  81 347
[0]  63 270
[0]  86 369
[0]  49 211
[0]  62 267
[0]  63 272
[0]  72 312
[0]  56 243
[0]  77 335
[0]  65 283
[0]  55 240
[0]  59 258
[0]  48 210
[0]  89 390
[0]  77 338
[0]  53 233
[0]  57 251
[0]  69 304
[0]  76 335
[0]  73 322
[0]  74 327
[0]  63 280
[0]  66 294
[0]  69 308
[0]  69 308
[0]  77 344
[0]  78 349
