  2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      0
ACCUMULATED PRIORITY: 163
EXECUTION TIME:       0.000011000
QTY PRI VAL
[2]  35 198
[0]  65 196
[0]  70 195
[0]  95 195
[0]  89 192
[0]  39 192
[0]  85 192
[0]  77 189
[0]  36 188
[0]  71 185
[0]  89 180
[0]  46 179
[0]  30 174
[0]  96 174
[0]  61 171
[0]  38 170
[0]  47 167
[0]  71 167
[0]  43 166
[0]  14 163
[0]  82 161
[0]  77 161
[0]  54 160
[0]  67 157
[0]  72 156
[0]  21 155
[0]  47 154
[0]  35 153
[0]  63 152
[0]  60 151
[0]  95 149
[0]  45 146
[0]  56 145
[0]  89 144
[0]  70 143
[0]  10 142
[0]  67 139
[0]  46 137
[0]  36 136
[0]  22 134
[0]  48 134
[0]  34 134
[0]  73 127
[0]  95 125
[0]  96 123
[0]  81 121
[0]  65 120
[0]  25 120
[0]  70 120
[0]  38 120
[0]  68 118
[0]  36 118
[0]  33 114
[0]  46 113
[0]  40 108
[0]  73 108
[0]  87 107
[0]  35 106
[1]  93 104
[0]  13 103
[0]  56 100
[0]  27  99
[0]  37  95
[0]  79  94
[0]  63  92
[0]  40  89
[0]  23  88
[0]  34  87
[0]  38  86
[0]  56  84
[0]  39  83
[0]  83  82
[0]  77  77
[0]  83  75
[0]  69  73
[0]  19  62
[0]  14  54
[0]  36  48
[0]  37  45
[0]  73  45
[0]  93  41
[0]  76  41
[0]  84  39
[0]  93  39
[0]  17  37
[0]  84  34
[0]  72  34
[0]  46  31
[0]  33  29
[0]  21  27
[0]  33  27
[0]  13  25
[0]  74  18
[0]  32  18
[0]  68  18
[0]  85  16
[0]  35  16
[0]  81  15
[0]  66  13
[0]  16  13
