 18   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      4
ACCUMULATED PRIORITY: 1895
EXECUTION TIME:       0.000171300
QTY PRI VAL
[18] 100  27
[0] 100  84
[0] 100 125
[0] 100 127
[0] 100 154
[0] 100  79
[0] 100  83
[0] 100 141
[0] 100 101
[0] 100  68
[0] 100  96
[0]  99  42
[0]  99 151
[0]  99  66
[0]  99 194
[0]  99 173
[0]  99  80
[0]  99 200
[0]  99  50
[0]  99  92
[0]  99 149
[0]  99 109
[0]  98  68
[0]  98 123
[0]  98  46
[0]  98  75
[0]  98  21
[0]  98  74
[0]  98  83
[0]  98  46
[0]  98 103
[0]  98 155
[0]  98 155
[0]  98 150
[0]  98  99
[0]  97 182
[0]  97 181
[0]  97 116
[0]  97 116
[0]  97  20
[0]  97 171
[0]  97  16
[0]  97 129
[0]  97 155
[0]  97  48
[0]  96  50
[0]  96 195
[0]  96  24
[0]  96  89
[0]  96 175
[0]  96  23
[0]  95 147
[0]  95  95
[0]  95 165
[0]  95 132
[1]  95  10
[0]  95 121
[0]  95  64
[0]  95  26
[0]  95 135
[0]  95  75
[0]  95 141
[0]  94 168
[0]  94  62
[0]  94 183
[0]  94 170
[0]  94  99
[0]  94 146
[0]  94  41
[0]  93  43
[0]  93 105
[0]  93  81
[0]  93  87
[0]  93 127
[0]  93 121
[0]  93  71
[0]  93 124
[0]  93 139
[0]  93 174
[0]  93  77
[0]  93 194
[0]  93  27
[0]  93  56
[0]  93  94
[0]  93  46
[0]  93 111
[0]  93 114
[0]  92 161
[0]  92 197
[0]  92  99
[0]  92  36
[0]  92  88
[0]  92  78
[0]  91  49
[0]  91  79
[0]  91 176
[0]  91  28
[0]  91  16
[0]  91  71
[0]  91  28
[0]  91  72
[0]  91 122
[0]  91 151
[0]  91 185
[0]  91  88
[0]  91  52
[0]  91  91
[0]  91  88
[0]  90 167
[0]  90 176
[0]  90 154
[0]  90  28
[0]  90 153
[0]  90 200
[0]  90 109
[0]  90  51
[0]  90  87
[0]  90  63
[0]  90  30
[0]  90 155
[0]  90  98
[0]  89  74
[0]  89 147
[0]  89 179
[0]  89 133
[0]  89  85
[0]  89  42
[0]  89  55
[0]  89  67
[0]  89 128
[0]  89 166
[0]  89 163
[0]  89  20
[0]  88 167
[0]  88 143
[0]  88  77
[0]  88 148
[0]  88  24
[0]  88  55
[0]  88  17
[0]  88  59
[0]  88 108
[0]  88 187
[0]  88  29
[0]  88 199
[0]  88  13
[0]  88  59
[0]  88 189
[0]  88  36
[0]  87 115
[0]  87 185
[0]  87 191
[0]  87  77
[0]  87  74
[0]  87 163
[0]  87  43
[0]  87 153
[0]  87 163
[0]  87 156
[0]  87  28
[0]  87 135
[0]  86  93
[0]  86 176
[0]  86 193
[0]  86 109
[0]  86 153
[0]  86  48
[0]  86 152
[0]  86  41
[0]  86 145
[0]  85 117
[0]  85 116
[0]  85 107
[0]  85  34
[0]  85 189
[0]  85 168
[0]  85  64
[0]  85 145
[0]  85  49
[0]  85  12
[0]  85  97
[0]  84 175
[0]  84 164
[0]  84  96
[0]  84  50
[0]  84 193
[0]  84  22
[0]  84 106
[0]  84 175
[0]  84 148
[0]  84 177
[0]  84 128
[0]  84 111
[0]  84 120
[0]  84 130
[0]  84  68
[0]  83 118
[0]  83  37
[0]  83  39
[0]  83 180
[0]  83 173
[0]  83  26
[0]  83  51
[0]  83  17
[0]  83 172
[0]  83  65
[0]  82  85
[0]  82  22
[0]  82  24
[0]  82  30
[0]  82  95
[0]  82  74
[0]  82  20
[0]  81  14
[0]  81  26
[0]  81 198
[0]  81 175
[0]  81 179
[0]  81  98
[0]  80  62
[0]  80 165
[0]  80 187
[0]  80 142
[0]  80 130
[0]  80 168
[0]  80 151
[0]  80  22
[0]  80 171
[0]  80  70
[0]  80  13
[0]  79 188
[0]  79  14
[0]  78  21
[0]  78 147
[0]  78 144
[0]  78 101
[0]  78 143
[0]  78 147
[0]  78 193
[0]  78 142
[0]  78 192
[0]  77 173
[0]  77 183
[0]  77  25
[0]  77 166
[0]  77 153
[0]  77 144
[0]  77  81
[0]  77  68
[0]  76 189
[0]  76 113
[0]  76  22
[0]  76 200
[0]  76 141
[0]  76 112
[0]  76 142
[0]  76 180
[0]  75 157
[0]  75  33
[0]  75  33
[0]  75 120
[0]  75  48
[0]  75  85
[0]  75 104
[0]  75 111
[0]  75 142
[0]  75  15
[0]  75 128
[0]  75 143
[0]  75 110
[0]  74  76
[0]  74  16
[0]  74  99
[0]  74 169
[0]  74 114
[0]  74  67
[0]  74  68
[0]  74  96
[0]  74  46
[0]  74  23
[0]  74 164
[0]  74  12
[0]  74  24
[0]  73  65
[0]  73 165
[0]  73 180
[0]  73 163
[0]  73  82
[0]  73  72
[0]  73 168
[0]  73  61
[0]  73 166
[0]  73 100
[0]  72  75
[0]  72 195
[0]  72 175
[0]  72  24
[0]  72  37
[0]  72  53
[0]  72 191
[0]  72 177
[0]  72 162
[0]  72  26
[0]  72 106
[0]  72 191
[0]  72  94
[0]  72 160
[0]  72  13
[0]  72 102
[0]  72 194
[0]  71 171
[0]  71 180
[0]  71 124
[0]  71  31
[0]  71 142
[0]  71 111
[0]  71 104
[0]  71  77
[0]  71 148
[0]  71  93
[0]  71  75
[0]  71 146
[0]  70  58
[0]  70  76
[0]  70  68
[0]  70  86
[0]  70  33
[0]  70  49
[0]  70 154
[0]  70 179
[0]  70 191
[0]  70 141
[0]  69 167
[0]  69 180
[0]  69  33
[0]  69  27
[0]  69  14
[0]  69 196
[0]  69  99
[0]  69 157
[0]  68  31
[0]  68  91
[0]  68  58
[0]  68  41
[0]  68 102
[0]  68 153
[0]  68 151
[0]  68 111
[0]  68  70
[0]  68  71
[0]  68 172
[0]  67 135
[0]  67 185
[0]  67 179
[0]  67  35
[0]  67  24
[0]  67 160
[0]  67  18
[0]  67 127
[0]  67  31
[0]  67  75
[0]  67 124
[0]  67 122
[0]  67  80
[0]  66  77
[0]  66 127
[0]  66  98
[0]  66 194
[0]  66  97
[0]  66 113
[0]  66  92
[0]  66 171
[0]  66  33
[0]  66 171
[0]  66  81
[0]  66  79
[0]  66  45
[0]  66  27
[0]  65  71
[0]  65  38
[0]  65  44
[0]  65  99
[0]  65 106
[0]  65  75
[0]  65 117
[0]  65  26
[0]  65 183
[0]  64 183
[0]  64  39
[0]  64  89
[0]  64 123
[0]  64  39
[0]  64  48
[0]  64  96
[0]  64  63
[0]  64  98
[0]  64 132
[0]  64 144
[0]  64  46
[0]  64 138
[0]  64 150
[0]  63  23
[0]  63  57
[0]  63 111
[0]  63  95
[0]  63 154
[0]  63  56
[0]  63 190
[0]  63 149
[0]  63  58
[0]  63  13
[0]  63 100
[0]  63  40
[0]  63 100
[0]  62  74
[0]  62 102
[0]  62 176
[0]  61  72
[0]  61 183
[0]  61  17
[0]  61 187
[0]  61  40
[0]  61 101
[0]  60 123
[0]  60  30
[0]  60 150
[0]  60  12
[0]  60 106
[0]  60 191
[0]  60 142
[0]  60 154
[0]  60 165
[0]  60 102
[0]  60  37
[0]  60  65
[0]  60 151
[0]  60  39
[0]  60  52
[0]  60  49
[0]  59 107
[0]  59 162
[0]  59 113
[0]  59 120
[0]  59  77
[0]  59  55
[0]  59  61
[0]  59  72
[0]  59 149
[0]  59  84
[0]  58 153
[0]  58  28
[0]  58 127
[0]  58  76
[0]  58 127
[0]  58 132
[0]  58  18
[0]  58  38
[0]  57 157
[0]  57 189
[0]  57  20
[0]  57  66
[0]  57  20
[0]  57 170
[0]  57  62
[0]  57  39
[0]  57  17
[0]  57 181
[0]  57  82
[0]  56 181
[0]  56  65
[0]  56  36
[0]  56  78
[0]  56  94
[0]  56 143
[0]  56  13
[0]  56  45
[0]  56 120
[0]  56  46
[0]  56 126
[0]  56 113
[0]  56  79
[0]  56  94
[0]  55  92
[0]  55  32
[0]  55 118
[0]  55 182
[0]  55  19
[0]  55  57
[0]  55  34
[0]  55 127
[0]  55  32
[0]  54  71
