  2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      0
ACCUMULATED PRIORITY: 128
EXECUTION TIME:       0.000110900
QTY PRI VAL
[2]  17 200
[0]  27 200
[0]  29 200
[0]  92 200
[0]  18 199
[0]  65 199
[0]  85 199
[0]  12 199
[0]  23 198
[0]  26 198
[0]  91 198
[0]  90 198
[0]  63 198
[0]  34 198
[0]  45 198
[0]  89 197
[0]  59 197
[0]  45 197
[0]  24 197
[0]  23 197
[0]  18 197
[0]  21 197
[0]  82 196
[0]  18 196
[0]  32 196
[0]  65 196
[0] 100 196
[0]  19 195
[0]  49 195
[0]  49 195
[0]  16 195
[0]  99 195
[0]  92 195
[0]  72 194
[0]  66 194
[0]  42 194
[0]  99 194
[0]  62 194
[0]  37 194
[0]  42 193
[0]  61 193
[0]  41 193
[0]  45 192
[0]  22 192
[0]  98 192
[0]  71 192
[0]  81 192
[0]  45 192
[0]  57 191
[0]  72 191
[0]  74 191
[0]  21 190
[0]  16 190
[0]  10 189
[0]  48 189
[0]  98 189
[0]  78 189
[0]  77 188
[0]  67 187
[0]  23 187
[0]  52 187
[0]  90 187
[0]  49 187
[0]  11 187
[0]  84 187
[0]  58 187
[0]  17 186
[0]  86 186
[0]  96 186
[0]  41 186
[0]  72 186
[0]  10 186
[0]  24 185
[0]  79 185
[0]  93 184
[0]  65 184
[0]  26 184
[0]  99 184
[0]  10 183
[0]  32 183
[0]  33 183
[0]  67 183
[0]  89 183
[0]  62 183
[0]  50 183
[0]  70 183
[0]  66 183
[0]  20 182
[0]  91 182
[0]  49 182
[0]  42 182
[0]  34 182
[0]  57 182
[0]  36 181
[0]  75 181
[0]  67 180
[0]  92 180
[0]  25 180
[0]  70 179
[0]  25 179
[0]  11 179
[0]  57 179
[0]  93 179
[0]  73 178
[0]  22 178
[0]  31 178
[0]  77 177
[0]  16 177
[0]  63 177
[0]  97 177
[0]  91 176
[0]  41 176
[0]  96 176
[0]  25 176
[0]  41 175
[0]  45 175
[0]  94 175
[0]  39 175
[0]  59 174
[0]  20 174
[0]  21 174
[0]  96 174
[0]  16 174
[0]  28 174
[0]  72 174
[0]  99 173
[0]  40 173
[0]  39 173
[0]  34 173
[0]  35 173
[0]  22 172
[0]  75 172
[0]  65 172
[0] 100 172
[0]  14 172
[0]  66 172
[0]  97 172
[0]  72 171
[0]  92 171
[0]  31 171
[0]  57 171
[0]  37 171
[0]  91 171
[0]  73 171
[0]  43 171
[0]  73 171
[0]  31 170
[0]  66 170
[0]  77 170
[0]  87 170
[0]  69 170
[0]  45 170
[0]  50 170
[0]  77 170
[0]  19 170
[0]  61 170
[0]  65 170
[0]  51 170
[0]  23 169
[0]  13 169
[0]  12 169
[0]  26 169
[0]  46 168
[0]  33 168
[0]  51 168
[0]  90 168
[0]  44 168
[0]  19 168
[0]  71 168
[0]  86 168
[0]  34 168
[0]  83 167
[0]  76 167
[0]  25 167
[0]  82 167
[0]  23 167
[0]  21 166
[0]  37 166
[0]  92 166
[0]  28 166
[0]  34 166
[0]  30 166
[0]  35 165
[0]  64 165
[0]  73 165
[0]  11 165
[0]  91 165
[0]  47 164
[0]  31 164
[0]  17 164
[0]  76 163
[0]  69 163
[0]  12 163
[0]  18 163
[0]  86 162
[0]  20 162
[0]  90 162
[0]  82 162
[0]  10 161
[0]  10 161
[0]  22 161
[0]  84 161
[0]  28 160
[0]  83 160
[0]  16 160
[0]  42 160
[0]  94 160
[0]  27 160
[0]  54 159
[0]  24 159
[0]  55 159
[0]  19 159
[0]  25 159
[0]  82 159
[0]  70 158
[0]  56 157
[0]  97 157
[0]  11 157
[0]  82 157
[0]  96 157
[0]  96 157
[0]  63 157
[0]  16 156
[0]  39 156
[0]  37 156
[0]  57 156
[0]  85 156
[0]  32 155
[0]  12 155
[0]  64 155
[0]  40 155
[0]  13 155
[0]  41 154
[0]  64 154
[0]  96 154
[0]  68 154
[0]  47 153
[0]  48 153
[0]  15 152
[0]  16 152
[0]  49 152
[0]  45 152
[0]  11 152
[0]  48 152
[0] 100 152
[0]  21 151
[0]  62 151
[0]  47 151
[0]  36 151
[0]  50 151
[0]  68 151
[0]  22 151
[0]  50 150
[0]  59 150
[0]  66 150
[0]  63 150
[0]  65 150
[0]  26 149
[0]  85 149
[0]  17 149
[0]  77 149
[0]  28 148
[0]  25 148
[0]  21 148
[0]  44 148
[0]  24 148
[0]  39 147
[0]  48 147
[0]  42 147
[0]  24 146
[0]  86 146
[0]  13 146
[0]  45 145
[0]  52 145
[0]  13 145
[0]  46 145
[0]  61 145
[0]  92 145
[0]  37 145
[0]  81 145
[0]  73 144
[0]  80 144
[0]  12 144
[0]  30 143
[0]  82 143
[0]  17 143
[0]  19 143
[0]  10 143
[0]  33 143
[0]  59 143
[0]  51 143
[0]  57 143
[0]  55 143
[0]  90 142
[0]  64 142
[0]  20 142
[0]  71 142
[0]  42 142
[0]  15 141
[0]  22 141
[0]  70 141
[0]  34 141
[0]  49 141
[0]  84 141
[0]  91 141
[0]  51 140
[0]  17 140
[0]  21 140
[0]  13 140
[0]  36 140
[0]  73 140
[0]  81 140
[0]  93 139
[0]  44 139
[0]  80 139
[0]  17 139
[0]  69 139
[0]  79 138
[0]  86 138
[0]  58 138
[0]  74 138
[0]  43 137
[0]  55 137
[0]  13 137
[0]  95 137
[0]  34 137
[0]  58 137
[0]  25 137
[0]  53 136
[0]  91 136
[0]  61 136
[0]  21 136
[0]  77 136
[0]  42 136
[0]  85 136
[0]  92 136
[0]  51 136
[0]  49 135
[0]  61 135
[0]  84 135
[0]  76 135
[0]  21 134
[0]  76 134
[0]  60 134
[0]  29 133
[0]  56 133
[0]  83 133
[0]  62 133
[0]  80 133
[0]  67 132
[0]  43 132
[0]  29 132
[0]  75 132
[0]  77 132
[0]  66 132
[0]  17 131
[0]  31 131
[0] 100 131
[0]  50 131
[0]  57 131
[0]  57 130
[0]  39 130
[0]  93 130
[0]  63 129
[0]  81 129
[0]  30 129
[0]  78 129
[0]  72 129
[0]  73 129
[0]  17 128
[0]  43 128
[0] 100 128
[0]  59 128
[0]  63 128
[0]  22 127
[0]  63 127
[0]  20 127
[0]  26 127
[0] 100 127
[0]  62 127
[0]  67 127
[0]  56 126
[0]  14 126
[0]  37 126
[0]  93 126
[0]  62 126
[0]  45 125
[0]  94 125
[0]  61 125
[0]  86 125
[0]  90 125
[0]  88 125
[0]  98 125
[0]  53 125
[0]  25 124
[0]  86 124
[0]  99 124
[0]  14 124
[0]  27 123
[0]  23 123
[0]  77 123
[0]  97 123
[0]  56 123
[0]  24 123
[0]  62 123
[0]  21 122
[0]  96 122
[0]  88 122
[0]  23 122
[0]  52 122
[0]  98 122
[0]  61 122
[0]  77 122
[0]  75 122
[0]  28 121
[0]  86 121
[0]  35 121
[0]  15 121
[0]  72 121
[0]  65 121
[0]  11 121
[0]  95 121
[0]  92 121
[0]  67 121
[0]  47 121
[0]  18 121
[0]  55 120
[0]  32 120
[0]  10 120
[0]  41 119
[0]  54 119
[0]  98 119
[0]  80 119
[0]  50 118
[0]  79 118
[0]  66 118
[0]  91 118
[0]  68 117
[0]  74 117
[0]  47 117
[0]  37 117
[0]  80 117
[0]  78 117
[0]  22 117
[0]  56 117
[0]  31 116
[0]  14 116
[0]  68 116
[0]  24 116
[0]  33 115
[0]  66 115
[0]  15 115
[0]  23 115
[0]  79 115
[0]  88 115
[0]  86 115
[0]  64 114
[0]  97 114
[0]  15 114
[0]  60 113
[0]  77 113
[0]  56 113
[0]  55 113
[0]  15 113
[0]  49 112
[0]  21 112
[0]  54 112
[0]  98 112
[0]  11 112
[0]  27 112
[0]  22 111
[0]  20 111
[0]  49 111
[0]  38 111
[0]  25 111
[0]  67 111
[0]  53 110
[0]  61 110
[0]  68 110
[0]  86 110
[0]  51 110
[0]  68 110
[0]  12 110
[0]  62 110
[0]  76 109
[0]  66 109
[0]  78 109
[0]  42 109
[0]  93 108
[0]  33 108
[0]  54 108
[0]  37 108
[0]  52 108
[0]  16 108
[0]  58 108
[0]  57 107
[0]  27 107
[0]  68 107
[0]  69 107
[0]  20 106
[0]  23 106
[0]  64 106
[0]  61 106
[0]  54 106
[0]  38 106
[0]  52 106
[0]  78 105
[0]  36 105
[0]  59 105
[0]  34 105
[0]  10 105
[0] 100 105
[0]  37 105
[0]  44 103
[0]  62 103
[0]  81 103
[0]  28 103
[0]  56 102
[0]  62 102
[0]  59 102
[0]  86 102
[0]  31 102
[0]  72 101
[0]  68 101
[0]  82 101
[0]  34 101
[1]  94 100
[0]  84 100
[0]  30 100
[0]  34 100
[0]  57 100
[0]  87 100
[0]  24 100
[0]  83 100
[0]  50 100
[0]  78 100
[0]  85  99
[0]  47  99
[0]  96  99
[0]  12  98
[0]  10  98
[0]  56  98
[0]  82  98
[0]  87  98
[0]  33  97
[0]  28  97
[0]  23  97
[0]  71  97
[0]  41  97
[0]  73  97
[0]  25  97
[0]  44  96
[0]  29  96
[0]  59  95
[0]  20  95
[0]  79  95
[0]  62  95
[0]  21  95
[0]  68  94
[0]  52  94
[0]  13  94
[0]  55  94
[0]  31  93
[0]  18  93
[0]  77  93
[0]  57  92
[0]  58  92
[0]  44  92
[0]  77  92
[0]  34  92
[0]  70  91
[0]  92  91
[0]  63  91
[0]  16  91
[0]  59  91
[0]  47  91
[0]  24  91
[0]  43  90
[0]  98  90
[0]  42  90
[0]  31  89
[0]  79  89
[0]  44  89
[0]  70  89
[0]  47  89
[0]  81  88
[0]  98  88
[0]  42  88
[0] 100  88
[0]  73  88
[0]  81  88
[0]  37  88
[0]  75  87
[0]  41  87
[0]  91  87
[0]  49  87
[0]  85  87
[0]  86  87
[0]  78  87
[0]  74  86
[0]  60  86
[0]  52  86
[0]  91  86
[0]  79  86
[0]  45  85
[0]  97  85
[0]  93  85
[0]  97  84
[0]  98  84
[0]  64  84
[0]  73  84
[0]  13  84
[0]  63  83
[0]  54  82
[0]  25  82
[0]  17  82
[0]  38  82
[0]  16  81
[0]  71  81
[0]  36  81
[0]  34  81
[0]  26  80
[0]  55  80
[0]  68  80
[0]  81  80
[0]  65  80
[0]  44  80
[0]  77  79
[0]  89  79
[0]  45  79
[0]  38  79
[0]  10  79
[0]  99  78
[0]  46  78
[0]  25  78
[0]  86  78
[0]  74  78
[0]  12  78
[0]  54  77
[0]  28  77
[0]  86  77
[0]  29  77
[0]  51  77
[0]  56  77
[0]  28  77
[0]  74  76
[0]  83  76
[0]  88  76
[0]  50  75
[0]  18  75
[0]  11  75
[0]  91  75
[0]  92  75
[0]  69  74
[0]  65  74
[0]  57  74
[0]  90  74
[0]  77  74
[0]  51  74
[0]  19  74
[0]  68  73
[0]  40  73
[0]  75  73
[0]  92  72
[0]  38  72
[0]  88  72
[0]  14  72
[0]  23  72
[0]  85  71
[0]  15  71
[0]  88  71
[0]  96  70
[0]  43  70
[0]  76  70
[0]  17  70
[0]  99  70
[0]  14  70
[0]  35  69
[0]  92  69
[0]  68  69
[0]  80  69
[0]  43  69
[0]  69  69
[0]  73  69
[0]  97  69
[0]  26  68
[0]  31  68
[0]  13  68
[0]  20  67
[0]  80  67
[0]  56  66
[0]  31  66
[0]  21  66
[0]  74  66
[0]  75  66
[0]  81  66
[0]  68  66
[0]  87  66
[0]  82  65
[0]  58  65
[0]  99  65
[0]  46  65
[0]  56  65
[0]  44  65
[0]  83  64
[0]  47  64
[0]  79  64
[0]  30  64
[0]  34  63
[0]  16  63
[0]  41  63
[0]  75  63
[0]  28  63
[0]  91  63
[0]  88  63
[0]  20  63
[0]  71  63
[0]  75  63
[0]  87  63
[0]  56  63
[0]  19  62
[0]  74  62
[0]  51  62
[0]  10  62
[0]  84  62
[0]  13  62
[0]  71  61
[0]  30  61
[0]  70  61
[0]  77  60
[0]  42  60
[0]  38  60
[0]  58  59
[0]  44  59
[0]  17  59
[0]  11  59
[0]  17  59
[0]  83  59
[0]  63  59
[0] 100  58
[0]  24  58
