  0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      36
ACCUMULATED PRIORITY: 200
EXECUTION TIME:       0.984878900
QTY PRI VAL
[0]  97 207
[0]  94 205
[0]  98 215
[0]  98 215
[0]  91 202
[0]  94 210
[0]  98 220
[0]  99 225
[0]  98 223
[0]  94 214
[0]  89 206
[2] 100 232
[0]  88 205
[0]  99 231
[0]  94 220
[0]  91 213
[0]  99 235
[0]  93 222
[0]  98 235
[0]  83 201
[0]  88 214
[0]  93 228
[0] 100 250
[0]  88 223
[0]  84 213
[0] 100 254
[0]  84 214
[0]  87 222
[0]  95 243
[0]  90 231
[0]  91 235
[0]  80 207
[0]  77 202
[0]  86 227
[0]  81 214
[0]  90 238
[0]  91 241
[0]  98 260
[0]  84 223
[0]  90 240
[0]  96 256
[0]  76 203
[0]  90 241
[0]  88 236
[0] 100 272
[0]  80 218
[0]  95 260
[0]  88 241
[0]  85 236
[0]  82 228
[0]  88 245
[0]  80 223
[0]  99 281
[0]  73 208
[0]  70 200
[0]  85 244
[0]  86 247
[0]  82 236
[0]  85 245
[0]  95 275
[0]  82 240
[0]  96 282
[0]  80 235
[0]  90 265
[0]  95 280
[0]  95 281
[0]  99 293
[0]  92 273
[0]  68 203
[0]  67 201
[0]  99 298
[0]  79 238
[0]  74 223
[0] 100 302
[0]  80 242
[0]  84 255
[0]  72 219
[0]  78 238
[0]  72 220
[0]  65 200
[0]  73 225
[0]  81 250
[0]  79 244
[0]  95 294
[0]  68 215
[0]  87 276
[0]  76 242
[0]  86 274
[0]  92 294
[0]  97 312
[0]  76 245
[0]  80 259
[0]  74 240
[0]  82 266
[0]  85 277
[0]  87 285
[0]  95 312
[0]  97 320
[0]  77 255
[0]  91 302
[0]  87 289
[0]  83 276
[0]  61 203
[0]  68 228
[0]  79 265
[0]  89 299
[0]  77 260
[0]  69 234
[0]  76 259
[0]  83 284
[0]  62 213
[0]  99 342
[0]  74 256
[0]  89 309
[0]  95 330
[0]  61 212
[0]  75 262
[0]  83 290
[0]  87 304
[0]  90 315
[0] 100 351
[0]  77 271
[0] 100 354
[0]  85 301
[0]  94 333
[0]  79 280
[0]  62 220
[0]  80 284
[0]  87 309
[0]  70 249
[0]  73 261
[0]  74 265
[0]  56 201
[0]  84 304
[0]  63 229
[0]  55 200
[0]  92 337
[0]  99 363
[0]  57 210
[0]  84 310
[0]  65 240
[0]  91 336
[0]  59 218
[0]  98 363
[0]  90 334
[0]  77 286
[0]  91 339
[0]  92 343
[0]  87 325
[0]  76 284
[0]  74 277
[0]  94 352
[0]  99 371
[0]  85 319
[0]  79 297
[0]  80 301
[0]  93 350
[0]  91 345
[0]  58 220
[0]  75 286
[0]  60 229
[0]  55 210
[0]  84 321
[0]  88 337
[0]  68 261
[0]  73 281
[0]  97 374
[0]  52 201
[0]  75 290
[0] 100 387
[0]  55 213
[0]  97 376
[0]  89 347
[0]  90 351
[0]  54 211
[0]  67 262
[0]  93 366
[0]  85 335
[0]  67 265
[0]  70 277
[0]  71 281
[0]  73 290
[0]  65 260
[0]  72 288
[0]  95 381
[0]  75 302
[0]  96 387
[0]  90 363
[0]  82 331
[0]  78 316
[0]  96 389
[0]  55 223
[0]  90 366
[0]  80 326
[0]  77 314
[0]  86 351
[0]  75 307
[0]  84 344
[0]  87 357
[0]  72 296
[0]  69 284
[0]  84 347
[0]  76 314
[0]  71 295
[0]  50 208
[0]  67 280
[0] 100 418
[0]  94 393
[0]  84 352
[0]  68 287
[0]  52 220
[0]  75 318
[0]  58 247
[0]  54 230
[0]  59 252
[0]  84 359
[0]  83 355
[0]  77 330
[0]  70 301
[0]  99 426
[0]  92 396
[0]  49 211
[0]  96 414
[0]  71 307
[0]  97 421
[0]  76 330
[0]  48 209
[0]  98 427
[0]  96 419
[0]  84 368
[0]  95 417
[0]  56 246
[0]  52 229
[0]  52 229
[0]  86 379
[0]  91 402
[0]  74 327
[0] 100 442
[0]  60 266
[0]  61 271
[0]  80 356
[0]  60 268
[0]  85 380
[0]  78 349
[0]  63 282
[0]  88 394
