 50   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      0
ACCUMULATED PRIORITY: 4800
EXECUTION TIME:       0.000131500
QTY PRI VAL
[50]  96  10
[0]  98  12
[0]  81  10
[0]  73  10
[0]  96  14
[0]  86  13
[0]  70  11
[0]  80  13
[0]  77  13
[0]  97  17
[0]  79  14
[0]  56  10
[0]  69  13
[0]  95  18
[0]  58  11
[0]  67  13
[0]  72  14
[0]  92  18
[0]  95  19
[0]  99  20
[0]  74  15
[0]  57  12
[0]  76  16
[0]  95  20
[0]  80  18
[0]  56  13
[0]  46  11
[0]  46  11
[0]  94  23
[0]  77  19
[0]  76  19
[0] 100  25
[0]  74  19
[0]  89  23
[0]  72  19
[0]  80  22
[0]  36  10
[0]  57  16
[0]  70  20
[0]  73  21
[0]  53  16
[0]  96  29
[0]  95  29
[0]  65  20
[0]  91  28
[0]  96  30
[0]  83  26
[0]  79  25
[0]  69  22
[0]  69  22
[0]  81  26
[0]  78  26
[0]  99  33
[0]  68  23
[0]  53  18
[0] 100  34
[0]  75  26
[0]  93  33
[0]  67  24
[0]  98  36
[0]  86  32
[0]  64  24
[0]  74  28
[0]  89  34
[0]  94  36
[0]  94  36
[0]  91  35
[0]  43  17
[0]  65  26
[0]  40  16
[0]  47  19
[0]  74  30
[0]  59  24
[0]  63  26
[0]  63  26
[0]  29  12
[0]  98  41
[0]  88  37
[0]  42  18
[0]  85  37
[0]  32  14
[0]  98  43
[0]  79  35
[0]  85  38
[0]  96  43
[0]  87  39
[0]  82  37
[0]  64  29
[0]  81  37
[0]  63  29
[0]  56  26
[0]  49  23
[0]  87  41
[0]  89  42
[0]  93  44
[0]  76  36
[0]  78  37
[0]  69  33
[0]  50  24
[0]  79  38
[0]  35  17
[0]  72  35
[0]  37  18
[0]  96  47
[0]  81  40
[0]  52  26
[0]  42  21
[0]  58  29
[0]  97  49
[0]  77  39
[0]  49  25
[0]  76  39
[0]  95  49
[0]  79  41
[0]  96  50
[0]  92  48
[0]  63  33
[0]  55  29
[0]  51  27
[0]  84  45
[0]  91  49
[0]  81  44
[0]  95  52
[0]  84  46
[0]  40  22
[0]  27  15
[0] 100  56
[0]  82  46
[0]  80  45
[0]  92  52
[0]  95  54
[0]  63  36
[0]  49  28
[0]  54  31
[0]  50  29
[0]  81  47
[0]  79  46
[0]  96  57
[0]  89  53
[0]  58  35
[0]  94  57
[0]  89  54
[0] 100  61
[0]  90  55
[0]  27  17
[0]  63  40
[0]  66  42
[0]  77  49
[0]  73  47
[0]  45  29
[0]  62  40
[0]  82  53
[0]  46  30
[0]  92  60
[0]  52  34
[0]  64  42
[0]  67  45
[0]  86  58
[0]  77  52
[0]  56  38
[0]  92  63
[0]  90  62
[0]  69  48
[0]  70  49
[0]  47  33
[0]  72  51
[0] 100  71
[0]  69  49
[0]  32  23
[0]  86  62
[0]  33  24
[0]  86  63
[0]  92  68
[0]  96  71
[0]  86  64
[0]  63  47
[0]  65  49
[0]  47  36
[0]  78  60
[0]  58  45
[0]  76  59
[0]  87  68
[0]  19  15
[0]  43  34
[0]  87  69
[0]  69  55
[0]  51  41
[0]  73  60
[0]  57  47
[0]  46  38
[0]  66  55
[0]  37  31
[0]  56  47
[0]  39  33
[0]  39  33
[0]  87  74
[0]  68  58
[0]  57  49
[0]  37  32
[0]  52  45
[0]  64  56
[0]  92  82
[0]  53  48
[0]  32  29
[0]  33  30
[0]  92  84
[0]  74  68
[0]  63  58
[0]  76  70
[0]  77  71
[0]  92  85
[0]  92  85
[0]  55  51
[0]  14  13
[0]  98  91
[0]  45  42
[0]  96  90
[0]  98  92
[0] 100  94
[0]  69  65
[0]  57  54
[0]  39  37
[0]  99  94
[0]  42  40
[0]  23  22
[0]  94  90
[0]  47  45
[0]  49  47
[0]  52  50
[0]  29  28
[0]  34  33
[0]  39  38
[0]  43  42
[0]  95  93
[0]  97  95
[0]  49  48
[0]  76  75
[0]  62  62
[0]  79  79
[0]  18  18
[0]  79  79
[0]  90  90
[0]  23  23
[0]  92  92
[0]  34  34
[0]  10  10
