  1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      152
ACCUMULATED PRIORITY: 100
EXECUTION TIME:       0.000010100
QTY PRI VAL
[1] 100 348
[0]  99 406
[0]  98 308
[0]  96 484
[0]  95 379
[0]  94 356
[0]  93 225
[0]  93 375
[0]  92 258
[0]  92 286
[0]  91 217
[0]  91 381
[0]  91 490
[0]  89 430
[0]  89 301
[0]  88 466
[0]  88 321
[0]  85 223
[0]  84 330
[0]  83 279
[0]  83 491
[0]  81 444
[0]  78 372
[0]  78 211
[0]  77 404
[0]  76 424
[0]  75 413
[0]  75 218
[0]  74 364
[0]  73 421
[0]  70 369
[0]  70 488
[0]  70 266
[0]  69 284
[0]  69 250
[0]  68 329
[0]  68 331
[0]  68 437
[0]  67 240
[0]  65 257
[0]  65 221
[0]  64 265
[0]  62 262
[0]  61 439
[0]  59 330
[0]  58 308
[0]  57 372
[0]  57 335
[0]  56 352
[0]  52 215
[0]  51 340
[0]  50 430
[0]  48 333
[0]  47 356
[0]  46 243
[0]  46 205
[0]  46 339
[0]  45 374
[0]  45 287
[0]  43 396
[0]  42 439
[0]  42 299
[0]  41 200
[0]  41 267
[0]  38 295
[0]  36 330
[0]  36 496
[0]  36 265
[0]  36 426
[0]  36 307
[0]  34 285
[0]  34 358
[0]  33 225
[0]  32 497
[0]  32 281
[0]  30 244
[0]  30 272
[0]  30 320
[0]  30 268
[0]  29 324
[0]  29 500
[0]  29 219
[0]  28 406
[0]  28 426
[0]  26 246
[0]  26 432
[0]  26 314
[0]  25 250
[0]  25 468
[0]  25 408
[0]  23 300
[0]  20 304
[0]  20 446
[0]  19 310
[0]  19 312
[0]  17 336
[0]  14 343
[0]  14 246
[0]  14 470
[0]  11 362
