  2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      82
ACCUMULATED PRIORITY: 196
EXECUTION TIME:       0.009231400
QTY PRI VAL
[2]  98 209
[0]  95 227
[0]  92 229
[0]  81 210
[0]  86 225
[0]  96 253
[0]  85 225
[0]  74 204
[0]  91 256
[0]  90 266
[0]  92 284
[0]  78 243
[0]  75 237
[0]  74 237
[0]  95 310
[0]  64 210
[0]  74 252
[0]  98 334
[0]  98 342
[0]  80 283
[0]  89 324
[0]  72 269
[0]  89 336
[0]  77 294
[0]  56 215
[0]  68 264
[0]  58 232
[0]  76 321
[0]  50 217
[0]  66 293
[0]  88 395
[0]  87 392
[0]  66 299
[0]  88 399
[0]  89 414
[0]  79 369
[0]  83 389
[0]  64 302
[0] 100 477
[0]  56 268
[0]  88 426
[0]  89 444
[0]  70 350
[0]  97 489
[0]  62 313
[0]  85 430
[0]  50 259
[0]  89 465
[0]  40 214
[0]  81 436
[0]  48 265
[0]  46 257
[0]  73 423
[0]  59 349
[0]  74 449
[0]  59 363
[0]  70 434
[0]  43 276
[0]  70 465
[0]  70 468
[0]  57 387
[0]  68 498
[0]  39 292
[0]  38 285
[0]  35 268
[0]  56 433
[0]  31 251
[0]  38 317
[0]  46 401
[0]  36 322
[0]  40 377
[0]  51 486
[0]  25 248
[0]  44 457
[0]  22 234
[0]  39 450
[0]  26 306
[0]  31 374
[0]  33 418
[0]  22 283
[0]  35 457
[0]  30 398
[0]  16 221
[0]  16 229
[0]  31 449
[0]  32 486
[0]  27 419
[0]  21 338
[0]  30 489
[0]  22 383
[0]  14 244
[0]  26 476
[0]  26 486
[0]  25 473
[0]  21 398
[0]  12 279
[0]  15 375
[0]  11 437
[0]  11 466
[0]  11 489
