 50   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
REMAINING SPACE:      0
ACCUMULATED PRIORITY: 4550
EXECUTION TIME:       0.017144100
QTY PRI VAL
[50]  91  10
[0]  80  11
[0]  93  13
[0]  74  11
[0]  73  11
[0]  83  13
[0]  87  14
[0]  59  10
[0]  98  18
[0]  81  15
[0]  69  13
[0]  89  17
[0]  95  19
[0]  75  15
[0]  91  19
[0]  80  17
[0]  83  18
[0]  87  19
[0]  96  21
[0]  91  21
[0]  43  10
[0]  43  10
[0]  63  15
[0]  54  13
[0]  47  12
[0]  86  22
[0]  85  22
[0]  99  26
[0]  87  23
[0]  83  22
[0]  45  12
[0]  86  23
[0]  89  24
[0]  85  23
[0]  96  26
[0]  95  26
[0]  50  14
[0]  92  26
[0]  67  19
[0]  81  23
[0]  94  27
[0]  59  17
[0]  38  11
[0]  62  18
[0]  62  18
[0]  37  11
[0]  57  17
[0]  36  11
[0]  85  27
[0]  93  30
[0]  71  23
[0]  89  29
[0]  92  30
[0]  61  20
[0]  59  20
[0]  94  32
[0]  40  14
[0]  60  21
[0]  74  26
[0]  64  23
[0]  69  25
[0]  52  19
[0] 100  37
[0]  97  36
[0]  51  19
[0]  32  12
[0]  89  34
[0]  47  18
[0]  78  30
[0]  69  27
[0]  68  27
[0]  85  34
[0]  99  40
[0]  96  39
[0]  32  13
[0]  81  33
[0]  91  38
[0]  76  32
[0]  59  25
[0]  59  25
[0]  33  14
[0]  82  35
[0]  55  24
[0]  32  14
[0]  93  41
[0]  63  28
[0]  45  20
[0]  83  37
[0]  72  33
[0]  50  23
[0]  97  45
[0]  81  38
[0]  92  44
[0]  31  15
[0]  72  35
[0]  62  31
[0]  84  42
[0]  92  46
[0]  39  20
[0]  73  38
[0]  46  24
[0]  95  50
[0]  92  49
[0]  95  52
[0]  42  23
[0]  83  46
[0] 100  56
[0]  71  40
[0]  37  21
[0]  70  40
[0]  94  54
[0]  80  46
[0]  73  42
[0]  85  49
[0]  69  40
[0]  93  54
[0]  62  36
[0]  62  36
[0]  56  33
[0]  39  23
[0]  39  23
[0]  61  36
[0]  44  26
[0]  27  16
[0]  27  16
[0]  84  50
[0]  25  15
[0]  86  52
[0]  56  34
[0]  97  59
[0]  80  49
[0]  88  54
[0]  78  48
[0]  99  61
[0]  86  53
[0]  55  34
[0]  37  23
[0]  41  26
[0]  93  59
[0]  85  54
[0]  33  21
[0]  53  34
[0]  67  43
[0]  91  59
[0]  60  39
[0]  93  61
[0]  94  62
[0]  46  31
[0]  53  36
[0]  99  68
[0]  48  33
[0]  80  55
[0]  58  40
[0]  94  65
[0]  65  45
[0]  90  63
[0]  41  29
[0]  98  70
[0]  79  57
[0]  69  50
[0]  99  72
[0]  85  62
[0]  67  49
[0]  67  49
[0]  45  33
[0]  49  36
[0]  63  47
[0]  71  53
[0]  89  67
[0]  75  57
[0]  97  74
[0]  38  29
[0]  81  62
[0]  77  59
[0]  74  57
[0]  76  59
[0]  55  43
[0]  66  52
[0]  64  51
[0]  69  55
[0]  69  55
[0]  79  63
[0]  76  61
[0]  71  57
[0]  92  75
[0]  78  64
[0]  73  60
[0]  73  60
[0]  88  73
[0]  47  39
[0]  66  55
[0]  75  63
[0]  82  69
[0]  97  82
[0]  27  23
[0]  62  53
[0]  28  24
[0]  98  84
[0]  57  49
[0] 100  87
[0]  71  62
[0]  56  49
[0]  65  57
[0]  76  67
[0]  77  68
[0]  77  68
[0]  52  46
[0]  52  46
[0]  80  71
[0]  54  48
[0]  98  88
[0]  91  82
[0]  51  46
[0]  87  79
[0]  22  20
[0]  91  83
[0]  58  53
[0]  62  57
[0]  90  83
[0]  66  61
[0]  80  74
[0]  84  78
[0]  84  78
[0]  56  52
[0]  49  46
[0]  75  71
[0]  94  89
[0]  56  54
[0]  65  63
[0]  71  69
[0]  81  79
[0]  41  40
[0]  86  84
[0]  49  49
[0]  71  71
[0]  43  43
[0]  80  81
[0]  74  75
[0]  56  57
[0]  91  93
[0]  33  34
[0]  54  56
[0]  52  54
[0]  51  53
[0]  45  47
[0]  62  65
